validation_loss,validation_0_acc,validation_1_acc,validation_2_acc,validation_mean,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
0.47061288356781006,0.0,0.00047438329784199595,1.0,0.3352459669113159,2743.8399181365967,True,,,1,cd622882,0505555cc9a542d4ab2a3d2253c2ce53,2022-06-16_22-50-30,1655391030,2743.8399181365967,44074,localhost.localdomain,192.168.249.74,2743.8399181365967,0,1
