validation_loss,validation_0_f1,validation_1_f1,validation_2_f1,validation_mean,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
0.4219142496585846,0.6366628408432007,0.8065758943557739,0.0,0.5805982947349548,2456.2610099315643,False,,,1,121b2716,60484e114eef4e5cba6325b86d102995,2022-07-04_05-19-31,1656883171,2456.2610099315643,50923,localhost.localdomain,192.168.249.74,2456.2610099315643,0,1
0.45918792486190796,0.5392783880233765,0.3184271454811096,0.0,0.40509524941444397,2445.888845205307,True,,,2,121b2716,60484e114eef4e5cba6325b86d102995,2022-07-04_06-00-17,1656885617,4902.149855136871,50923,localhost.localdomain,192.168.249.74,4902.149855136871,0,2
