0.4594654142856598,0.5944457054138184,3072.0783710479736,False,,,1,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_00-07-10,1655309230,3072.0783710479736,177647,localhost.localdomain,192.168.249.74,3072.0783710479736,0,1
0.44354984164237976,0.5313289165496826,3015.8055698871613,False,,,2,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_00-57-26,1655312246,6087.883940935135,177647,localhost.localdomain,192.168.249.74,6087.883940935135,0,2
0.4143297076225281,0.6252008080482483,3005.2822761535645,False,,,3,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_01-47-31,1655315251,9093.1662170887,177647,localhost.localdomain,192.168.249.74,9093.1662170887,0,3
0.39408862590789795,0.6753882765769958,2979.5626921653748,False,,,4,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_02-37-11,1655318231,12072.728909254074,177647,localhost.localdomain,192.168.249.74,12072.728909254074,0,4
0.3862297534942627,0.7177721858024597,2998.9782288074493,False,,,5,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_03-27-10,1655321230,15071.707138061523,177647,localhost.localdomain,192.168.249.74,15071.707138061523,0,5
0.3612760603427887,0.8167699575424194,3023.043158054352,False,,,6,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_04-17-33,1655324253,18094.750296115875,177647,localhost.localdomain,192.168.249.74,18094.750296115875,0,6
0.3660801649093628,0.819218099117279,3021.17924618721,False,,,7,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_05-07-54,1655327274,21115.929542303085,177647,localhost.localdomain,192.168.249.74,21115.929542303085,0,7
0.3716789186000824,0.7949659824371338,2986.882863521576,False,,,8,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_05-57-41,1655330261,24102.81240582466,177647,localhost.localdomain,192.168.249.74,24102.81240582466,0,8
0.36190423369407654,0.8410986065864563,3110.396399497986,False,,,9,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_06-49-32,1655333372,27213.208805322647,177647,localhost.localdomain,192.168.249.74,27213.208805322647,0,9
0.3601604104042053,0.8339836001396179,3003.1300892829895,False,,,10,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_07-39-35,1655336375,30216.338894605637,177647,localhost.localdomain,192.168.249.74,30216.338894605637,0,10
0.3499125838279724,0.8410986065864563,3046.4147522449493,False,,,11,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_08-30-21,1655339421,33262.753646850586,177647,localhost.localdomain,192.168.249.74,33262.753646850586,0,11
0.3577992916107178,0.7908346652984619,3059.4167013168335,False,,,12,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_09-21-20,1655342480,36322.17034816742,177647,localhost.localdomain,192.168.249.74,36322.17034816742,0,12
0.33859285712242126,0.8327595591545105,3076.928696155548,False,,,13,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_10-12-37,1655345557,39399.09904432297,177647,localhost.localdomain,192.168.249.74,39399.09904432297,0,13
0.36798208951950073,0.7513579726219177,3106.5431427955627,False,,,14,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_11-04-24,1655348664,42505.64218711853,177647,localhost.localdomain,192.168.249.74,42505.64218711853,0,14
0.356632798910141,0.7858618497848511,3080.0714671611786,False,,,15,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_11-55-44,1655351744,45585.71365427971,177647,localhost.localdomain,192.168.249.74,45585.71365427971,0,15
0.32194435596466064,0.8692525625228882,3074.1643216609955,False,,,16,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_12-46-58,1655354818,48659.877975940704,177647,localhost.localdomain,192.168.249.74,48659.877975940704,0,16
0.34121471643447876,0.8189886212348938,3063.1826453208923,False,,,17,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_13-38-01,1655357881,51723.0606212616,177647,localhost.localdomain,192.168.249.74,51723.0606212616,0,17
0.3137471675872803,0.8887614011764526,3058.5362956523895,False,,,18,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_14-29-00,1655360940,54781.596916913986,177647,localhost.localdomain,192.168.249.74,54781.596916913986,0,18
0.32895946502685547,0.8513503074645996,2888.9985399246216,False,,,19,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_15-17-09,1655363829,57670.59545683861,177647,localhost.localdomain,192.168.249.74,57670.59545683861,0,19
0.32212167978286743,0.868257999420166,2745.979906797409,False,,,20,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_16-02-55,1655366575,60416.57536363602,177647,localhost.localdomain,192.168.249.74,60416.57536363602,0,20
0.32445085048675537,0.8629791140556335,2774.2439246177673,False,,,21,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_16-49-09,1655369349,63190.819288253784,177647,localhost.localdomain,192.168.249.74,63190.819288253784,0,21
0.3180182874202728,0.8787391781806946,2759.2112276554108,False,,,22,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_17-35-08,1655372108,65950.0305159092,177647,localhost.localdomain,192.168.249.74,65950.0305159092,0,22
0.33167564868927,0.8431642651557922,2723.7494366168976,False,,,23,113fe14e,41748ad826d64cd3bd6f09a25cd0b7bf,2022-06-16_18-20-32,1655374832,68673.77995252609,177647,localhost.localdomain,192.168.249.74,68673.77995252609,0,23
