validation_loss,validation_0_f1,validation_1_f1,validation_2_f1,validation_mean,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
0.3878649175167084,0.7942694425582886,0.7342026233673096,0.850473165512085,0.7952719926834106,2413.2660427093506,False,,,1,1d7dd2dc,e6b900abcf664282924ed46b314462f0,2022-07-06_10-03-05,1657072985,2413.2660427093506,179104,localhost.localdomain,192.168.249.74,2413.2660427093506,0,1
0.4441796541213989,0.6454499363899231,0.5318731665611267,0.568834125995636,0.6007956266403198,2404.8528327941895,False,,,2,1d7dd2dc,e6b900abcf664282924ed46b314462f0,2022-07-06_10-43-10,1657075390,4818.11887550354,179104,localhost.localdomain,192.168.249.74,4818.11887550354,0,2
0.40261003375053406,0.7482219338417053,0.6826041340827942,0.8180371522903442,0.7516639828681946,2388.175576210022,False,,,3,1d7dd2dc,e6b900abcf664282924ed46b314462f0,2022-07-06_11-22-58,1657077778,7206.294451713562,179104,localhost.localdomain,192.168.249.74,7206.294451713562,0,3
0.36605578660964966,0.839116096496582,0.8440769910812378,0.8632500767707825,0.8477545976638794,2386.0960297584534,False,,,4,1d7dd2dc,e6b900abcf664282924ed46b314462f0,2022-07-06_12-02-44,1657080164,9592.390481472015,179104,localhost.localdomain,192.168.249.74,9592.390481472015,0,4
0.38962751626968384,0.7660778760910034,0.707967221736908,0.8303927779197693,0.7702547907829285,2384.960047483444,False,,,5,1d7dd2dc,e6b900abcf664282924ed46b314462f0,2022-07-06_12-42-29,1657082549,11977.35052895546,179104,localhost.localdomain,192.168.249.74,11977.35052895546,0,5
0.35397109389305115,0.8824987411499023,0.8748144507408142,0.8884986639022827,0.8819524049758911,2384.1459996700287,False,,,6,1d7dd2dc,e6b900abcf664282924ed46b314462f0,2022-07-06_13-22-14,1657084934,14361.496528625488,179104,localhost.localdomain,192.168.249.74,14361.496528625488,0,6
0.38931864500045776,0.7545416355133057,0.7403925657272339,0.7580941319465637,0.7515875101089478,2389.3024005889893,False,,,7,1d7dd2dc,e6b900abcf664282924ed46b314462f0,2022-07-06_14-02-03,1657087323,16750.798929214478,179104,localhost.localdomain,192.168.249.74,16750.798929214478,0,7
0.3775106370449066,0.8057683706283569,0.7703458666801453,0.7743282914161682,0.7864738702774048,2403.13019323349,False,,,8,1d7dd2dc,e6b900abcf664282924ed46b314462f0,2022-07-06_14-42-06,1657089726,19153.929122447968,179104,localhost.localdomain,192.168.249.74,19153.929122447968,0,8
0.36401158571243286,0.8381828665733337,0.8198632001876831,0.8364498019218445,0.832147479057312,2392.393129348755,False,,,9,1d7dd2dc,e6b900abcf664282924ed46b314462f0,2022-07-06_15-21-58,1657092118,21546.322251796722,179104,localhost.localdomain,192.168.249.74,21546.322251796722,0,9
0.36608827114105225,0.800179123878479,0.8277326822280884,0.73838210105896,0.7921352386474609,2397.6905813217163,False,,,10,1d7dd2dc,e6b900abcf664282924ed46b314462f0,2022-07-06_16-01-56,1657094516,23944.01283311844,179104,localhost.localdomain,192.168.249.74,23944.01283311844,0,10
