validation_loss,validation_0_f1,validation_1_f1,validation_2_f1,validation_mean,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
0.4140739440917969,0.6395047307014465,0.6940279603004456,0.0,0.5487720966339111,3007.840612888336,False,,,1,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-22_12-12-53,1655871173,3007.840612888336,65114,localhost.localdomain,192.168.249.74,3007.840612888336,0,1
0.392049640417099,0.7279680967330933,0.637225866317749,0.7273961305618286,0.7043837308883667,3018.2635502815247,False,,,2,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-22_13-03-11,1655874191,6026.104163169861,65114,localhost.localdomain,192.168.249.74,6026.104163169861,0,2
0.3742089867591858,0.8042522072792053,0.6339727640151978,0.8263746500015259,0.7695662379264832,3077.0491003990173,False,,,3,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-22_13-54-28,1655877268,9103.153263568878,65114,localhost.localdomain,192.168.249.74,9103.153263568878,0,3
0.3602200448513031,0.8662306666374207,0.7510513067245483,0.8656347990036011,0.8345956802368164,2929.389402627945,False,,,4,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-22_14-43-18,1655880198,12032.542666196823,65114,localhost.localdomain,192.168.249.74,12032.542666196823,0,4
0.39374613761901855,0.7740389108657837,0.32719436287879944,0.7721739411354065,0.6860989928245544,2946.169741630554,False,,,5,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-22_15-32-24,1655883144,14978.712407827377,65114,localhost.localdomain,192.168.249.74,14978.712407827377,0,5
0.3559786379337311,0.8876844048500061,0.7902050018310547,0.8781144618988037,0.8573177456855774,2998.4982674121857,False,,,6,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-22_16-22-23,1655886143,17977.210675239563,65114,localhost.localdomain,192.168.249.74,17977.210675239563,0,6
0.3691573143005371,0.8431334495544434,0.6593879461288452,0.8501989245414734,0.7999387979507446,3011.535496234894,False,,,7,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-22_17-12-34,1655889154,20988.746171474457,65114,localhost.localdomain,192.168.249.74,20988.746171474457,0,7
0.37620842456817627,0.8075348138809204,0.6275067329406738,0.8437641859054565,0.7761456370353699,3026.3809242248535,False,,,8,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-22_18-03-00,1655892180,24015.12709569931,65114,localhost.localdomain,192.168.249.74,24015.12709569931,0,8
0.3652711808681488,0.847308874130249,0.7232013940811157,0.86479252576828,0.8204421997070312,3009.240090608597,False,,,9,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-22_18-53-10,1655895190,27024.367186307907,65114,localhost.localdomain,192.168.249.74,27024.367186307907,0,9
0.36083462834358215,0.870977520942688,0.7443983554840088,0.8616513013839722,0.8327595591545105,3039.187276363373,False,,,10,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-22_19-43-49,1655898229,30063.55446267128,65114,localhost.localdomain,192.168.249.74,30063.55446267128,0,10
0.35693708062171936,0.8815416097640991,0.7664953470230103,0.8712980151176453,0.8463009595870972,2995.9811174869537,False,,,11,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-22_20-33-45,1655901225,33059.535580158234,65114,localhost.localdomain,192.168.249.74,33059.535580158234,0,11
0.36764732003211975,0.8300797939300537,0.7445864081382751,0.8363023400306702,0.8077423572540283,3108.55708026886,False,,,12,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-22_21-25-33,1655904333,36168.09266042709,65114,localhost.localdomain,192.168.249.74,36168.09266042709,0,12
0.3681788444519043,0.8247306942939758,0.7463260293006897,0.8341070413589478,0.8058297038078308,3190.2419345378876,False,,,13,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-22_22-18-44,1655907524,39358.33459496498,65114,localhost.localdomain,192.168.249.74,39358.33459496498,0,13
0.37140604853630066,0.8110367655754089,0.6871182918548584,0.8333933353424072,0.7847907543182373,3174.326866388321,False,,,14,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-22_23-11-38,1655910698,42532.6614613533,65114,localhost.localdomain,192.168.249.74,42532.6614613533,0,14
0.3766614496707916,0.7993818521499634,0.6052339673042297,0.8392937779426575,0.7660470008850098,3185.0300283432007,False,,,15,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-23_00-04-43,1655913883,45717.6914896965,65114,localhost.localdomain,192.168.249.74,45717.6914896965,0,15
0.3523198068141937,0.8641224503517151,0.7667274475097656,0.8768707513809204,0.8418636918067932,3187.916324853897,False,,,16,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-23_00-57-51,1655917071,48905.6078145504,65114,localhost.localdomain,192.168.249.74,48905.6078145504,0,16
0.37920764088630676,0.7804749608039856,0.6673668622970581,0.803503155708313,0.758778989315033,3165.063253879547,False,,,17,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-23_01-50-36,1655920236,52070.67106842995,65114,localhost.localdomain,192.168.249.74,52070.67106842995,0,17
0.3375092148780823,0.8874053359031677,0.8384180665016174,0.8822011947631836,0.8708591461181641,3210.193102121353,False,,,18,85e04e18,bdf51372ef3c44eaa4dddf2b3a222488,2022-06-23_02-44-06,1655923446,55280.8641705513,65114,localhost.localdomain,192.168.249.74,55280.8641705513,0,18
