validation_loss,validation_mean,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
0.4682648479938507,0.3350929617881775,3810.4551281929016,True,,,1,a8318e04,47bb9570016946bc807d50589508daf3,2022-06-13_02-33-53,1655058833,3810.4551281929016,200376,localhost.localdomain,192.168.249.74,3810.4551281929016,0,1
